Phase	Match No.	Match	Team	No.	Name	7mGoals	7mMissed	6mGoals	6mMissed	WingGoals	WingMissed	BTGoals	BTMissed	FBGoals	FBMissed	EGGoals	EGMissed	9mGoals	9mMissed	TF	YC	RC	BC	2Min	AS	ST	BS	Time	scoring	prod100
Group Phase	21	AUT-FRA	AUT	20	FRIMMEL Sebastian	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	57,08333333	1,4	2,452554745
Group Phase	21	AUT-FRA	AUT	24	DICKER Daniel	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	12,06666667	-1,45	-12,01657459
Group Phase	21	AUT-FRA	AUT	26	HERBURGER Lukas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	19,4	0	0
Group Phase	21	AUT-FRA	AUT	28	ZEINER Gerald	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	16,26666667	0,3	1,844262295
Group Phase	21	AUT-FRA	AUT	30	ZIVKOVIC Boris	0	0	1	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	2	0	0	15,03333333	0,5	3,32594235
Group Phase	21	AUT-FRA	AUT	44	RANFTL Julian	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21,35	1	4,683840749
Group Phase	21	AUT-FRA	AUT	55	WAGNER Tobias	0	0	6	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	55,8	5,55	9,946236559
Group Phase	21	AUT-FRA	AUT	57	HUBER Balthasar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	19,2	-0,8	-4,166666667
Group Phase	21	AUT-FRA	AUT	72	HUTECEK Lukas	0	0	2	0	0	0	1	0	0	0	0	0	3	6	0	0	0	0	0	3	0	0	52,78333333	5,55	10,51468266
Group Phase	21	AUT-FRA	AUT	77	STEVANOVIC Nikola	0	0	0	0	0	0	1	0	0	0	0	0	3	1	2	0	0	0	0	2	0	0	24,66666667	4,85	19,66216216
Group Phase	21	AUT-FRA	AUT	94	NEUHOLD Christoph	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	9,316666667	0,75	8,050089445
Group Phase	21	AUT-FRA	FRA	5	REMILI Nedim	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	6	1	0	32,81666667	3,55	10,81767395
Group Phase	21	AUT-FRA	FRA	7	LAGARDE Romain	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	7	0	0	31,75	7,75	24,40944882
Group Phase	21	AUT-FRA	FRA	9	RICHARDSON Melvyn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	8,633333333	-0,75	-8,687258687
Group Phase	21	AUT-FRA	FRA	10	MEM Dika	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	2	0	0	30	4,9	16,33333333
Group Phase	21	AUT-FRA	FRA	11	TOURNAT Nicolas	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,23333333	3	15,59792028
Group Phase	21	AUT-FRA	FRA	12	GERARD Vincent	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	56,03333333	2	3,569303986
Group Phase	21	AUT-FRA	FRA	14	MAHE Kentin	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	12,23333333	3,85	31,47138965
Group Phase	21	AUT-FRA	FRA	19	ABALO Luc	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	30	2,15	7,166666667
Group Phase	21	AUT-FRA	FRA	21	GUIGOU Michael	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	6,666666667
Group Phase	21	AUT-FRA	FRA	22	KARABATIC Luka	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36,53333333	3	8,211678832
Group Phase	21	AUT-FRA	FRA	23	FABREGAS Ludovic	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	25,38333333	3,25	12,80367695
Group Phase	21	AUT-FRA	FRA	24	PARDIN Wesley	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	21	AUT-FRA	FRA	25	DESCAT Hugo	0	0	1	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	30	1,8	6
Group Phase	21	AUT-FRA	FRA	27	DIPANDA Adrien	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	20,41666667	-1,45	-7,102040816
Group Phase	21	AUT-FRA	FRA	28	PORTE Valentin	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	26,86666667	3	11,1662531
Group Phase	21	AUT-FRA	FRA	37	ACQUEVILLO Jean Jacques	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	30,1	3,5	11,62790698
Group Phase	22	SUI-NOR	SUI	2	SCHMID Andy	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	1	8	0	0	58,96666667	2,85	4,833239118
Group Phase	22	SUI-NOR	SUI	4	RUBIN Lenny	0	0	0	0	0	0	3	0	0	0	0	0	1	5	1	0	0	0	0	1	0	0	43,16666667	0,8	1,853281853
Group Phase	22	SUI-NOR	SUI	6	TYNOWSKI Cedrie	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	38,76666667	-1	-2,579535684
Group Phase	22	SUI-NOR	SUI	8	SVAJLEN Michal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0
Group Phase	22	SUI-NOR	SUI	9	LIER Marvin	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	33,41666667	6,2	18,55361596
Group Phase	22	SUI-NOR	SUI	11	SIDOROWICZ Roman	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	1	12,7	1,85	14,56692913
Group Phase	22	SUI-NOR	SUI	12	GRAZIOLI Leonard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,733333333	0	0
Group Phase	22	SUI-NOR	SUI	15	RAEMY Nicolas	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	0	32,36666667	-2	-6,179196704
Group Phase	22	SUI-NOR	SUI	16	PORTNER Nikola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20,25	0	0
Group Phase	22	SUI-NOR	SUI	17	ROTHLISBERGER Samuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	41,48333333	1,65	3,977501004
Group Phase	22	SUI-NOR	SUI	24	TOMINEC Nik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14,33333333	-0,8	-5,581395349
Group Phase	22	SUI-NOR	SUI	29	ZEHNDER Samuel	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,5	1	6,896551724
Group Phase	22	SUI-NOR	SUI	31	BRINGOLF Aurel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22,48333333	0	0
Group Phase	22	SUI-NOR	SUI	34	MILOSEVIC Alen	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	56,1	6,5	11,58645276
Group Phase	22	SUI-NOR	SUI	36	NOVAK Philip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,933333333	0	0
Group Phase	22	SUI-NOR	SUI	44	BEN ROMDHANE Medhi	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	6,8	0,1	1,470588235
Group Phase	22	SUI-NOR	NOR	5	SAGOSEN Sander	4	0	0	0	0	0	1	1	2	0	0	0	4	5	1	0	0	0	0	4	0	0	43,73333333	11,15	25,49542683
Group Phase	22	SUI-NOR	NOR	7	OVERJORDET Sander	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	22	SUI-NOR	NOR	8	MYRHOL Bjarte	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	17,83333333	2,1	11,77570093
Group Phase	22	SUI-NOR	NOR	9	JAKOBSEN Henrik	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	30,11666667	-1,3	-4,316546763
Group Phase	22	SUI-NOR	NOR	12	SAEVERAS Kristian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,916666667	0	0
Group Phase	22	SUI-NOR	NOR	15	TONNESEN Kent Robin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	22	SUI-NOR	NOR	17	JONDAL Magnus	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	59,73333333	2,6	4,352678571
Group Phase	22	SUI-NOR	NOR	18	AAR William	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	22	SUI-NOR	NOR	19	BJORNSEN Kristian	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	58,6	0,35	0,597269625
Group Phase	22	SUI-NOR	NOR	23	JOHANNESSEN Goran Sogard	0	0	0	1	0	0	0	0	3	0	0	0	3	2	2	0	0	0	1	2	1	0	41,18333333	5,4	13,11210036
Group Phase	22	SUI-NOR	NOR	24	O`SULLIVAN Christian	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	1	50,5	1,2	2,376237624
Group Phase	22	SUI-NOR	NOR	27	REINKIND Harald	0	0	0	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	0	3	0	0	60	7,35	12,25
Group Phase	22	SUI-NOR	NOR	30	BERGERUD Torbjorn Sittrup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52,38333333	0	0
Group Phase	22	SUI-NOR	NOR	32	SOLSTAD Thomas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	22	SUI-NOR	NOR	44	GULLIKSEN Kevin Maagero	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	22	SUI-NOR	NOR	71	BLONZ Alexandre Christoffersen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	23	BLR-KOR	BLR	3	KULESH Uladzislau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	23	BLR-KOR	BLR	7	KULAK Artsiom	0	0	1	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	5	0	0	30,11666667	8,95	29,71776425
Group Phase	23	BLR-KOR	BLR	8	RUDZ Artur	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	17,2	0,3	1,744186047
Group Phase	23	BLR-KOR	BLR	9	ASTRASHAPKIN Aleh	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	1	0	0	0	3	1	0	47,8	3,45	7,217573222
Group Phase	23	BLR-KOR	BLR	17	KRYVENKA Uladzislau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	29,66666667	-1,2	-4,04494382
Group Phase	23	BLR-KOR	BLR	20	KISHOU Aliaksei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
Group Phase	23	BLR-KOR	BLR	23	YURYNOK Andrei	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24,01666667	-1,1	-4,580152672
Group Phase	23	BLR-KOR	BLR	33	MAROZ Ivan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46,41666667	0	0
Group Phase	23	BLR-KOR	BLR	43	SELVIASIUK Artsiom	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	20,95	-2,22045E-16	-1,05988E-15
Group Phase	23	BLR-KOR	BLR	47	PADSHYVALAU Aliaksandr	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	12,65	-3,1	-24,50592885
Group Phase	23	BLR-KOR	BLR	50	KARALEK Artsem	0	0	5	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	37,98333333	3,85	10,13602457
Group Phase	23	BLR-KOR	BLR	55	VAILUPAU Mikita	1	0	0	0	3	3	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	36,2	5,65	15,60773481
Group Phase	23	BLR-KOR	BLR	62	SAMOILA Kiryl	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	16,38333333	2,25	13,73346897
Group Phase	23	BLR-KOR	BLR	74	BOKHAN Viachaslau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	32,2	0	0
Group Phase	23	BLR-KOR	BLR	95	GAYDUCHENKO Vadim	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	2	1	0	0	28,51666667	-3,15	-11,04617183
Group Phase	23	BLR-KOR	BLR	98	ALIOKHIN Mikalai	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	32,9	1,95	5,927051672
Group Phase	23	BLR-KOR	KOR	10	YU Chanmin	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	20,21666667	-2,3	-11,37675185
Group Phase	23	BLR-KOR	KOR	13	LEE Junhee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,88333333	0	0
Group Phase	23	BLR-KOR	KOR	19	BAEK Seunggeon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13,3	-0,8	-6,015037594
Group Phase	23	BLR-KOR	KOR	21	LEE Seungmin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16,16666667	0	0
Group Phase	23	BLR-KOR	KOR	22	LEE Byeongju	2	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	58,86666667	0,3	0,509626274
Group Phase	23	BLR-KOR	KOR	23	JEON Youngje	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22,2	0	0
Group Phase	23	BLR-KOR	KOR	24	KIM Myeongjong	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,316666667	-2	-24,04809619
Group Phase	23	BLR-KOR	KOR	26	KIM Jinyoung	1	1	0	0	0	1	2	2	1	0	0	0	4	2	4	0	0	0	0	1	2	0	50,25	4,35	8,656716418
Group Phase	23	BLR-KOR	KOR	27	YU Myeonghan	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	31,03333333	-1,4	-4,511278195
Group Phase	23	BLR-KOR	KOR	28	KIM Jinho	0	1	0	3	0	0	5	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	38,9	0,95	2,442159383
Group Phase	23	BLR-KOR	KOR	33	KIM Jaesoon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,116666667	0	0
Group Phase	23	BLR-KOR	KOR	77	LEE Changwoo	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58,41666667	1	1,711840228
Group Phase	23	BLR-KOR	KOR	83	KANG Jungu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0,966666667	-0,8	-82,75862069
Group Phase	23	BLR-KOR	KOR	87	KIM Jiun	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20,1	3,2	15,92039801
Group Phase	23	BLR-KOR	KOR	88	JANG Junyoung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	23	BLR-KOR	KOR	97	KIM Taeung	0	0	2	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	56,26666667	-2,6	-4,620853081
Group Phase	24	RHF-SLO	RHF	5	KISELEV Dmitrii	0	0	0	0	0	0	2	0	0	0	0	0	4	1	5	0	0	0	1	1	0	0	34,08333333	3,3	9,682151589
Group Phase	24	RHF-SLO	RHF	16	PAVLENKO Dmitrii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,833333333	0	0
Group Phase	24	RHF-SLO	RHF	17	KOTOV Aleksandr	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	25,85	3	11,60541586
Group Phase	24	RHF-SLO	RHF	23	OSTASHCHENKO Roman	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,48333333	2	17,41654572
Group Phase	24	RHF-SLO	RHF	27	VASILEV Denis	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	10,98333333	1	9,104704097
Group Phase	24	RHF-SLO	RHF	28	KUDINOV Sergei	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	31,08333333	4,3	13,83378016
Group Phase	24	RHF-SLO	RHF	30	ERMAKOV Aleksandr	0	0	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	40,75	-2,6	-6,380368098
Group Phase	24	RHF-SLO	RHF	33	SHISHKAREV Daniil	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	44,3	2,1	4,740406321
Group Phase	24	RHF-SLO	RHF	36	IVANOV Sergei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	24	RHF-SLO	RHF	44	SOROKA Igor	3	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	49,16666667	2,2	4,474576271
Group Phase	24	RHF-SLO	RHF	55	VALIULLIN Azat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,683333333	0	0
Group Phase	24	RHF-SLO	RHF	78	ANDREEV Pavel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	24,06666667	-0,8	-3,324099723
Group Phase	24	RHF-SLO	RHF	87	KIREEV Viktor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55,76666667	0	0
Group Phase	24	RHF-SLO	RHF	89	ZHITNIKOV Dmitrii	0	0	0	0	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	1	1	0	34,91666667	-1,95	-5,584725537
Group Phase	24	RHF-SLO	RHF	97	FOKIN Aleksei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14,55	0,85	5,841924399
Group Phase	24	RHF-SLO	RHF	99	KOSOROTOV Sergei Mark	0	0	3	0	0	0	1	2	0	0	0	0	2	2	1	0	0	0	0	3	0	0	36,48333333	5,85	16,03471905
Group Phase	24	RHF-SLO	SLO	2	SKUBE Stas	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	2	0	23,51666667	3	12,75690999
Group Phase	24	RHF-SLO	SLO	3	BLAGOTINSEK Blaz	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	41,61666667	2,7	6,487785342
Group Phase	24	RHF-SLO	SLO	5	HENIGMAN Nik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	27,38333333	-2,3	-8,399269629
Group Phase	24	RHF-SLO	SLO	8	JANC Blaz	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	39,33333333	1,25	3,177966102
Group Phase	24	RHF-SLO	SLO	11	DOLENEC Jure	3	0	0	0	0	0	0	0	0	0	0	0	3	0	3	1	0	0	0	3	1	0	32,16666667	8,45	26,26943005
Group Phase	24	RHF-SLO	SLO	13	CINGESAR Darko	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36,36666667	-2,9	-7,974335472
Group Phase	24	RHF-SLO	SLO	16	VUJOVIC Miljan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19,46666667	0	0
Group Phase	24	RHF-SLO	SLO	17	CEHTE Nejc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	24	RHF-SLO	SLO	21	GAJIC Dragan	3	2	0	1	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31,26666667	0,3	0,959488273
Group Phase	24	RHF-SLO	SLO	22	GABER Matej	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	40,58333333	-1,05	-2,587268994
Group Phase	24	RHF-SLO	SLO	23	ZARABEC Miha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	24	RHF-SLO	SLO	26	FERLIN Klemen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35,98333333	0	0
Group Phase	24	RHF-SLO	SLO	34	OVNICEK Rok	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	3,666666667	-0,6	-16,36363636
Group Phase	24	RHF-SLO	SLO	44	BOMBAC Dean	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	35,53333333	1,3	3,658536585
Group Phase	24	RHF-SLO	SLO	51	MACKOVSEK Borut	0	0	1	0	0	0	0	1	0	0	0	0	2	2	2	0	0	0	1	0	1	0	53,11666667	0,2	0,376529652
Group Phase	24	RHF-SLO	SLO	95	SUHOLEZNIK Matic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	25	ARG-BRN	ARG	2	FERNANDEZ Federico Gaston	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	39,78333333	5,8	14,57896942
Group Phase	25	ARG-BRN	ARG	3	PIZARRO Federico	1	1	1	1	0	0	2	1	1	0	0	0	1	2	2	0	0	0	1	2	1	0	43,36666667	2,4	5,534204458
Group Phase	25	ARG-BRN	ARG	4	SIMONET Sebastian Alejandro	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	23,18333333	3,9	16,82242991
Group Phase	25	ARG-BRN	ARG	5	VAINSTEIN Pablo	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	15,93333333	1	6,276150628
Group Phase	25	ARG-BRN	ARG	7	PIZARRO Ignacio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,48333333	0	0
Group Phase	25	ARG-BRN	ARG	8	SIMONET Pablo Ariel	0	0	0	0	0	0	0	2	0	0	0	0	0	2	4	0	0	0	0	5	0	0	34,58333333	-1,85	-5,34939759
Group Phase	25	ARG-BRN	ARG	9	BARONETTO Santiago	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44,8	2	4,464285714
Group Phase	25	ARG-BRN	ARG	11	MOSCARIELLO Lucas Dario	0	0	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	50,75	3,4	6,699507389
Group Phase	25	ARG-BRN	ARG	15	CAROU MARCEL Gonzalo Matias	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	25	ARG-BRN	ARG	18	FISCHER Guillermo Jose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30,43333333	0,8	2,628696605
Group Phase	25	ARG-BRN	ARG	19	MARTINEZ CAMI Pedro	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22,43333333	1,5	6,686478455
Group Phase	25	ARG-BRN	ARG	20	MARTINEZ Ramiro	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,2	-0,3	-1,973684211
Group Phase	25	ARG-BRN	ARG	22	MOURINO Gaston Alberto	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	14,56666667	-1,3	-8,924485126
Group Phase	25	ARG-BRN	ARG	40	MACIEL Leonel Carlos Sergio	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41,1	-1,5	-3,649635036
Group Phase	25	ARG-BRN	ARG	77	BONANNO Nicolas	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	9,65	-1,55	-16,06217617
Group Phase	25	ARG-BRN	ARG	87	BAR Juan Manuel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,73333333	0	0
Group Phase	25	ARG-BRN	BRN	7	MERZA Ali	0	0	0	1	0	0	1	1	0	0	0	0	1	2	3	1	0	0	0	0	0	0	49,93333333	-2,8	-5,607476636
Group Phase	25	ARG-BRN	BRN	9	ALSAMAHIJI Hasan	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	22,75	0,2	0,879120879
Group Phase	25	ARG-BRN	BRN	11	ALI Abdulla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	6,266666667	-0,75	-11,96808511
Group Phase	25	ARG-BRN	BRN	14	QAMBAR Qasim	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,05	1	7,117437722
Group Phase	25	ARG-BRN	BRN	15	ABDULREDHA Mohamed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20,46666667	-0,8	-3,908794788
Group Phase	25	ARG-BRN	BRN	18	FADHUL Ahmed	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	43,93333333	1,5	3,414264036
Group Phase	25	ARG-BRN	BRN	19	MERZA Mohamed	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	44,28333333	1,2	2,709823109
Group Phase	25	ARG-BRN	BRN	21	A.HUSAIN Mohamed	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	53,48333333	-0,65	-1,215331879
Group Phase	25	ARG-BRN	BRN	25	ALSHUWAIKH Qasim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	25	ARG-BRN	BRN	51	ALMAQABI Ahmed	0	0	2	0	0	0	1	0	0	0	0	0	1	4	1	0	0	0	1	1	1	0	22,56666667	1,55	6,868537666
Group Phase	25	ARG-BRN	BRN	66	MAHFOODH Komail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3,716666667	0,85	22,86995516
Group Phase	25	ARG-BRN	BRN	77	ALSALATNA Jasim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4,1	-0,8	-19,51219512
Group Phase	25	ARG-BRN	BRN	88	ALFARDAN Hasan	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	14,03333333	-1,5	-10,6888361
